"city,state",Latitude,Longitude,,
"Columbus, TX",29.70662,-96.53969,,
"Commerce, TX",33.289045,-95.976965,,
"Corpus Christi, TX",27.797802,-97.399067,,
"Cuero, TX",29.093677,-97.260776,,
"Dalhart, TX",36.277826,-102.602022,,
"Dallas, TX",32.781179,-96.790329,,
"Decatur, TX",33.260148,-97.610974,,
"Denton, TX",33.220974,-97.146038,,
"Dumas, TX",35.9216,-101.92026,,
"Eastland, TX",32.403972,-98.777973,,
"Edna, TX",29.003797,-96.68519,,
"El Campo, TX",29.19664,-96.26969,,
"El Paso, TX",31.763608,-106.484592,,
"Eldorado, TX",30.912773,-100.676722,,
"Electra, TX",34.02926,-98.91896,,
"Fort Stockton, TX",30.886367,-102.890491,,
"Fort Worth, TX",32.771419,-97.291484,,
"Fredericksburg, TX",30.313385,-98.8936,,
"Friona, TX",34.627408,-102.784361,,
"Frisco, TX",33.146336,-96.856347,,
"Garland, TX",32.931523,-96.615821,,
"Gatesville, TX",31.417739,-97.833033,,
"Glen Rose, TX",32.210812,-97.792155,,
"Gonzales, TX",29.543029,-97.543969,,
"Graham, TX",33.092674,-98.64403,,
"Grapevine, TX",32.932843,-97.080802,,
"Groesbeck, TX",31.473823,-96.543147,,
"Hallettsville, TX",29.418431,-96.93942,,
"Hamilton, TX",31.671399,-98.107585,,
"Harker Heights, TX",31.028627,-97.611484,,
"Harlingen, TX",26.255523,-97.667502,,
"Hemphill, TX",31.329084,-93.773671,,
"Hereford, TX",34.966095,-102.31309,,
"Hondo, TX",29.398586,-99.176245,,
"Houston, TX",29.813142,-95.309789,,
"Irving, TX",32.767268,-96.777626,,
"Jacksboro, TX",33.246805,-98.264241,,
"Jacksonville, TX",31.96378,-95.2705,,
"Jasper, TX",30.867257,-93.997666,,
"Junction, TX",30.49687,-99.776055,,
"Kenedy, TX",28.81915,-97.84861,,
"Kingsville, TX",27.422876,-97.84068,,
"La Grange, TX",29.896494,-96.872133,,
"Lancaster, TX",32.617663,-96.778058,,
"Lewisville, TX",33.20743,-97.116282,,
"Liberty, TX",30.094593,-94.737806,,
"Llano, TX",30.71514,-98.610863,,
"Longview, TX",32.517846,-94.730285,,
"Lubbock, TX",33.588771,-101.850445,,
"Mansfield, TX",32.56319,-97.14168,,
"Marble Falls, TX",30.581216,-98.208732,,
"Marshall, TX",32.538112,-94.406228,,
"McKinney, TX",33.141438,-96.588295,,
"Midland, TX",31.992384,-102.081464,,
"Mineral Wells, TX",32.799602,-98.126806,,
"Mission, TX",26.228735,-98.376167,,
"Monahans, TX",31.5943,-102.89265,,
"Mount Pleasant, TX",33.22101,-94.984645,,
"Muenster, TX",33.690667,-97.34502,,
"Muleshoe, TX",34.092391,-102.829924,,
"Nacogdoches, TX",31.558383,-94.504452,,
"New Braunfels, TX",29.696878,-98.070726,,
"North Richland Hills, TX",32.666109,-97.134077,,
"Odessa, TX",31.765163,-102.354346,,
"Olney, TX",33.361214,-98.779466,,
"Palacios, TX",28.70805,-96.21747,,
"Pampa, TX",35.515114,-100.836363,,
"Paris, TX",33.655162,-95.605194,,
"Pecos, TX",31.446678,-103.57906,,
"Pittsburg, TX",32.998041,-94.952278,,
"Plano, TX",33.056756,-96.730831,,
"Port Arthur, TX",29.870904,-93.964278,,
"Port Lavaca, TX",28.556096,-96.600353,,
"Quanah, TX",34.39086,-99.857216,,
"Quitman, TX",32.782264,-95.44337,,
"Richardson, TX",32.962811,-96.726826,,
"Richmond, TX",29.64609,-95.794526,,
"Rio Grande City, TX",26.499887,-98.752428,,
"Rockdale, TX",30.655359,-97.035158,,
"Rotan, TX",32.837949,-100.489193,,
"Round Rock, TX",30.501747,-97.647206,,
"Rowlett, TX",32.91747,-96.534737,,
"San Antonio, TX",29.468413,-98.528889,,
"Seguin, TX",29.578734,-97.951829,,
"Seymour, TX",33.620131,-99.263681,,
"Sherman, TX",33.604131,-96.550405,,
"Sonora, TX",30.579386,-100.671422,,
"Southlake, TX",32.948474,-97.152368,,
"Spring, TX",30.062169,-95.383966,,
"Sulphur Springs, TX",33.126435,-95.600838,,
"Sunnyvale, TX",32.797048,-96.561606,,
"Sweetwater, TX",32.47095,-100.40594,,
"Taylor, TX",30.581504,-97.393787,,
"Temple, TX",31.068306,-97.3047,,
"Texarkana, TX",33.411321,-94.177354,,
"Tomball, TX",30.094886,-95.585826,,
"Tyler, TX",32.321937,-95.302223,,
"Van Horn, TX",31.03912,-104.824473,,
"Vernon, TX",34.155524,-99.284002,,
"Victoria, TX",28.804947,-96.984711,,
"Waco, TX",31.552011,-97.1382,,
"Waxahachie, TX",32.376984,-96.843682,,
"Webster, TX",29.53773,-95.11826,,
"Wellington, TX",34.852623,-100.21447,,
"Westover Hills, TX",32.744852,-97.41363,,
"Wheeler, TX",35.394891,-100.224203,,
"Wichita Falls, TX",33.905544,-98.479881,,
"Winnie, TX",29.823383,-94.475364,,
"Winnsboro, TX",32.944701,-95.306215,,
"Winters, TX",31.951207,-99.955406,,
"Woodville, TX",30.74856,-94.38912,,
"Yoakum, TX",29.297302,-97.047148,,
"Abingdon, VA",36.740217,-82.026738,,
"Arlington, VA",38.885484,-77.099113,,
"Bedford, VA",37.336027,-79.522585,,
"Big Stone Gap, VA",36.894806,-82.654215,,
"Charlottesville, VA",38.026588,-78.48045,,
"Chesapeake, VA",36.749991,-76.218759,,
"Christiansburg, VA",37.154804,-80.418396,,
"Clintwood, VA",37.149797,-82.463069,,
"Culpeper, VA",38.511694,-77.9928,,
"Dulles, VA",39.002125,-77.442066,,
"Emporia, VA",36.694745,-77.535517,,
"Farmville, VA",37.280694,-78.421284,,
"Fishersville, VA",38.096364,-78.99295,,
"Franklin, VA",36.682635,-76.942233,,
"Fredericksburg, VA",38.295135,-77.483689,,
"Hampton, VA",37.072658,-76.38992,,
"Harrisonburg, VA",38.422777,-78.877137,,
"Hot Springs, VA",37.994443,-79.831593,,
"Lebanon, VA",36.908553,-82.053655,,
"Lexington, VA",37.779976,-79.443495,,
"Lynchburg, VA",37.359607,-79.141653,,
"Marion, VA",36.832324,-81.597841,,
"Norfolk, VA",36.895911,-76.208521,,
"Norton, VA",36.93767,-82.622624,,
"Pearisburg, VA",37.32651,-80.73507,,
"Petersburg, VA",37.209159,-77.497484,,
"Richmond, VA",37.524246,-77.493157,,
"Roanoke, VA",37.274175,-79.95786,,
"Rocky Mount, VA",36.995127,-79.852489,,
"South Boston, VA",36.679767,-78.952947,,
"South Hill, VA",36.717223,-78.168729,,
"Stafford, VA",38.438958,-77.4354,,
"Suffolk, VA",36.874916,-76.553061,,
"Tazewell, VA",37.11484,-81.51955,,
"Virginia Beach, VA",36.844004,-76.12036,,
"Williamsburg, VA",37.310451,-76.746769,,
"Woodbridge, VA",38.625541,-77.271644,,
"Bennington, VT",42.8746,-73.18505,,
"Middlebury, VT",43.991942,-73.171578,,
"Rutland, VT",43.630346,-72.93586,,
"Saint Albans, VT",44.809326,-73.081499,,
"Saint Johnsbury, VT",44.42873,-72.01155,,
"Windsor, VT",43.5181,-72.418059,,
"Beckley, WV",37.822695,-81.265887,,
"Bluefield, WV",37.26984,-81.22232,,
"Buckeye, WV",38.18595,-80.13451,,
"Charleston, WV",38.350719,-81.630359,,
"Elkins, WV",38.92594,-79.84673,,
"Fairmont, WV",39.494115,-80.221282,,
"Gassaway, WV",38.67315,-80.77482,,
"Glen Dale, WV",39.962545,-80.719815,,
"Grafton, WV",39.336266,-80.015686,,
"Grantsville, WV",38.921782,-81.093773,,
"Huntington, WV",38.371727,-82.412866,,
"Keyser, WV",39.452686,-78.892554,,
"Kingwood, WV",39.471673,-79.67596,,
"Logan, WV",37.84871,-81.99346,,
"Madison, WV",38.063165,-81.818718,,
"Montgomery, WV",38.172523,-81.322175,,
"Morgantown, WV",39.609911,-79.983141,,
"New Martinsville, WV",39.611459,-80.817928,,
"Oak Hill, WV",37.950702,-81.11705,,
"Petersburg, WV",38.990838,-79.129301,,
"Philippi, WV",39.161343,-80.049182,,
"Point Pleasant, WV",38.871527,-82.098592,,
"Ripley, WV",38.791845,-81.728065,,
"Sistersville, WV",39.541445,-80.975638,,
"South Charleston, WV",38.368429,-81.69957,,
"Spencer, WV",38.777675,-81.364262,,
"Summersville, WV",38.326251,-80.854096,,
"Webster Springs, WV",38.483244,-80.447555,,
"Welch, WV",37.43289,-81.58455,,
"Weston, WV",39.042331,-80.447878,,
"Wheeling, WV",40.102703,-80.647599,,
"Williamson, WV",37.702526,-82.26002,,
"Afton, WY",42.72493,-110.93187,,
"Basin, WY",44.346935,-108.165824,,
"Buffalo, WY",44.122611,-106.561068,,
"Casper, WY",42.859875,-106.312561,,
"Cody, WY",44.52634,-109.05653,,
"Douglas, WY",42.894084,-105.389691,,
"Gillette, WY",44.377283,-105.550237,,
"Kemmerer, WY",41.79245,-110.53767,,
"Laramie, WY",41.43902,-105.801022,,
"Lovell, WY",44.83745,-108.38956,,
"Lusk, WY",42.964197,-104.385106,,
"Newcastle, WY",43.8397,-104.567814,,
"Powell, WY",44.75384,-108.75735,,
"Rawlins, WY",41.79107,-107.23866,,
"Rock Springs, WY",41.634515,-109.149045,,
"Sheridan, WY",44.780378,-106.837563,,
"Sundance, WY",44.352274,-104.420625,,
"Thermopolis, WY",43.775844,-108.383949,,
"Bisbee, AZ",31.44815,-109.92841,,
"Bullhead City, AZ",35.171497,-114.538599,,
"Ganado, AZ",35.70163,-109.55037,,
"Parker, AZ",34.15002,-114.28912,,
"Peridot, AZ",33.30155,-110.45537,,
"Scottsdale, AZ",33.534451,-111.887354,,
"Tuba City, AZ",36.132723,-111.241773,,
"Alameda, CA",37.770563,-122.264779,,
"Alhambra, CA",34.090728,-118.127527,,
"Alturas, CA",41.433984,-120.640865,,
"Anaheim, CA",33.844983,-117.952151,,
"Antioch, CA",37.996501,-121.812301,,
"Apple Valley, CA",34.571446,-117.133076,,
"Arcadia, CA",34.136258,-118.026704,,
"Arcata, CA",40.881383,-123.984232,,
"Auburn, CA",39.014933,-121.07047,,
"Avalon, CA",33.34281,-118.32785,,
"Baldwin Park, CA",34.08529,-117.9609,,
"Banning, CA",33.919215,-116.864197,,
"Berkeley, CA",37.860576,-122.29673,,
"Big Bear Lake, CA",34.2439,-116.91142,,
"Bishop, CA",37.491769,-118.389367,,
"Blythe, CA",33.736458,-114.687973,,
"Brawley, CA",33.096382,-115.280168,,
"Burbank, CA",34.200993,-118.292773,,
"Burlingame, CA",37.567086,-122.367573,,
"Castro Valley, CA",37.731229,-122.066373,,
"Cedarville, CA",41.42426,-120.111396,,
"Chester, CA",40.30159,-121.23395,,
"Chico, CA",39.746159,-121.840083,,
"Chino, CA",33.953755,-117.639209,,
"Chula Vista, CA",33.016928,-116.846046,,
"Coalinga, CA",36.247025,-120.381432,,
"Colton, CA",34.0739,-117.31365,,
"Concord, CA",37.953672,-122.022872,,
"Coronado, CA",32.699235,-117.209642,,
"Covina, CA",34.097345,-117.906736,,
"Crescent City, CA",41.819578,-124.065667,,
"Culver City, CA",33.998214,-118.394059,,
"Daly City, CA",37.687509,-122.438783,,
"Davis, CA",38.55413,-121.798469,,
"Delano, CA",35.779507,-119.200825,,
"Downey, CA",33.786594,-118.298662,,
"El Centro, CA",32.770275,-115.598602,,
"Encinitas, CA",33.016928,-116.846046,,
"Encino, CA",34.160236,-118.515472,,
"Escondido, CA",33.102005,-117.08042,,
"Eureka, CA",40.798802,-124.15192,,
"Fairfield, CA",38.278428,-122.020276,,
"Fall River Mills, CA",41.034309,-121.471061,,
"Fontana, CA",34.839964,-115.967051,,
"Fort Bragg, CA",39.4,-123.81667,,
"Fortuna, CA",40.59819,-124.15728,,
"Fountain Valley, CA",33.710582,-117.951129,,
"Fremont, CA",37.565285,-121.982721,,
"French Camp, CA",37.883775,-121.290405,,
"Fresno, CA",36.8411,-119.801015,,
"Fullerton, CA",33.879768,-117.896341,,
"Garberville, CA",40.080405,-123.783948,,
"Garden Grove, CA",33.787165,-117.931889,,
"Gardena, CA",33.888315,-118.295256,,
"Gilroy, CA",37.023347,-121.493849,,
"Glendora, CA",34.119363,-117.855059,,
"Greenbrae, CA",37.947874,-122.536337,,
"Gridley, CA",39.355492,-121.724685,,
"Harbor City, CA",33.79002,-118.29785,,
"Hayward, CA",37.680181,-121.921498,,
"Healdsburg, CA",38.61047,-122.86916,,
"Hemet, CA",33.667301,-116.963506,,
"Huntington Beach, CA",33.640302,-117.769442,,
"Huntington Park, CA",33.977987,-118.213137,,
"Indio, CA",33.710984,-116.204844,,
"Inglewood, CA",33.956526,-118.358654,,
"Irvine, CA",33.757245,-117.750414,,
"Jackson, CA",38.366959,-120.763365,,
"Joshua Tree, CA",34.175713,-116.268415,,
"King City, CA",36.201898,-121.05232,,
"La Jolla, CA",32.831576,-117.280321,,
"La Mesa, CA",32.76105,-116.998102,,
"La Palma, CA",33.8464,-118.04673,,
"Laguna Beach, CA",33.520941,-117.741315,,
"Laguna Hills, CA",33.595714,-117.715535,,
"Lake Arrowhead, CA",34.241854,-117.184183,,
"Lake Isabella, CA",35.668987,-118.457002,,
"Lakeport, CA",39.05345,-122.919291,,
"Lakewood, CA",33.786594,-118.298662,,
"Lancaster, CA",34.713292,-118.15292,,
"Lompoc, CA",34.629464,-120.336594,,
"Los Alamitos, CA",33.795012,-118.062692,,
"Los Banos, CA",37.103768,-120.847479,,
"Lynwood, CA",33.924538,-118.202954,,
"Madera, CA",36.928286,-120.182423,,
"Mammoth Lakes, CA",37.609434,-118.865636,,
"Manteca, CA",37.807297,-121.177601,,
"Marina del Rey, CA",33.979007,-118.457852,,
"Mariposa, CA",37.572907,-120.018973,,
"Marysville, CA",39.14573,-121.59135,,
"Menlo Park, CA",37.439616,-122.186373,,
"Mission Hills, CA",34.265878,-118.457241,,
"Mission Viejo, CA",33.698343,-117.754523,,
"Modesto, CA",37.669463,-121.016796,,
"Montclair, CA",34.07751,-117.68978,,
"Montebello, CA",34.00946,-118.10535,,
"Monterey, CA",36.57485,-121.840727,,
"Monterey Park, CA",34.052922,-118.143465,,
"Moreno Valley, CA",33.88274,-117.224878,,
"Napa, CA",38.442011,-122.23832,,
"National City, CA",32.671194,-117.084353,,
"Needles, CA",34.84806,-114.61413,,
"Newport Beach, CA",33.640302,-117.769442,,
"Norwalk, CA",33.906763,-118.076549,,
"Novato, CA",38.134068,-122.52719,,
"Oakdale, CA",37.839643,-120.698578,,
"Oakland, CA",37.786027,-122.223779,,
"Oceanside, CA",33.016928,-116.846046,,
"Ojai, CA",34.5302,-119.310134,,
"Ontario, CA",34.839964,-115.967051,,
"Orange, CA",33.640302,-117.769442,,
"Oroville, CA",39.578352,-121.58212,,
"Palm Springs, CA",33.842567,-116.527996,,
"Panorama City, CA",34.222506,-118.444689,,
"Pasadena, CA",33.786594,-118.298662,,
"Petaluma, CA",38.265366,-122.822588,,
"Placentia, CA",33.881158,-117.854783,,
"Placerville, CA",38.730224,-120.797149,,
"Pleasanton, CA",37.646081,-121.862128,,
"Pomona, CA",34.042286,-117.756106,,
"Portola, CA",39.800456,-120.542224,,
"Poway, CA",32.994097,-117.030299,,
"Quincy, CA",39.93103,-120.95478,,
"Rancho Mirage, CA",33.73974,-116.41279,,
"Redlands, CA",34.011935,-117.159696,,
"Richmond, CA",37.947523,-122.384032,,
"Ridgecrest, CA",35.606509,-117.683472,,
"Riverside, CA",33.99504,-117.373184,,
"Roseville, CA",38.74073,-121.25603,,
"Salinas, CA",36.64152,-121.622188,,
"San Diego, CA",32.724103,-117.170912,,
"San Dimas, CA",34.10668,-117.80673,,
"San Gabriel, CA",34.114772,-118.089431,,
"San Jose, CA",37.189396,-121.705327,,
"San Leandro, CA",37.715629,-122.158621,,
"San Pedro, CA",33.753088,-118.253053,,
"San Rafael, CA",37.970948,-122.504286,,
"San Ramon, CA",37.768556,-121.975531,,
"Santa Ana, CA",33.74822,-117.858473,,
"Santa Barbara, CA",34.421897,-119.707135,,
"Santa Clara, CA",37.351158,-121.952295,,
"Santa Monica, CA",34.013666,-118.49375,,
"Santa Rosa, CA",38.450412,-122.783159,,
"Sebastopol, CA",38.407222,-122.869654,,
"Sherman Oaks, CA",34.147149,-118.463365,,
"Solvang, CA",34.648841,-120.170111,,
"Sonoma, CA",38.255943,-122.476819,,
"South El Monte, CA",34.110141,-117.866431,,
"South Lake Tahoe, CA",38.927507,-120.039632,,
"South San Francisco, CA",37.657443,-122.423483,,
"Sun City, CA",33.746707,-117.172142,,
"Tarzana, CA",34.155097,-118.547553,,
"Templeton, CA",35.517781,-120.65385,,
"Torrance, CA",33.835665,-118.303805,,
"Tracy, CA",37.737191,-121.433384,,
"Truckee, CA",39.3781,-120.186383,,
"Turlock, CA",37.474396,-120.875918,,
"Upland, CA",34.141146,-117.655583,,
"Vacaville, CA",38.333133,-121.920151,,
"Valencia, CA",34.465755,-118.553789,,
"Vallejo, CA",38.18735,-122.224074,,
"Van Nuys, CA",33.786594,-118.298662,,
"Ventura, CA",34.330829,-119.358352,,
"Victorville, CA",34.480247,-117.408186,,
"Visalia, CA",36.303793,-119.375646,,
"Walnut Creek, CA",37.873343,-122.070625,,
"Weaverville, CA",40.704907,-122.956559,,
"West Covina, CA",34.165383,-118.123752,,
"Whittier, CA",34.004311,-118.0441,,
"Willows, CA",39.519386,-122.292996,,
"Woodland Hills, CA",34.153733,-118.593408,,
"Yreka, CA",41.73542,-122.63447,,
"Yuba City, CA",39.048854,-121.612481,,
"Honolulu, HI",24.859832,-168.021815,,
"Wailuku, HI",20.901536,-156.566493,,
"Akron, OH",41.04349,-81.524017,,
"Barberton, OH",41.019655,-81.621195,,
"Hicksville, OH",41.325013,-84.678021,,
"Hillsboro, OH",39.169164,-83.59454,,
"Napoleon, OH",41.355586,-84.123028,,
"Levelland, TX",33.606901,-102.345939,,
"Plainview, TX",34.169757,-101.73385,,
"Burley, ID",42.399472,-113.848558,,
"Battle Mountain, NV",40.042115,-116.974803,,
"Boulder City, NV",36.020563,-114.82952,,
"Elko, NV",40.905583,-115.534429,,
"Gardnerville, NV",38.818277,-119.649498,,
"Hawthorne, NV",38.52557,-118.62738,,
"Lovelock, NV",40.251285,-118.400276,,
"Mesquite, NV",36.810062,-114.072236,,
"North Las Vegas, NV",36.211456,-115.124148,,
"Reno, NV",39.525749,-119.813051,,
"Winnemucca, NV",41.213481,-117.706799,,
"Yerington, NV",39.080415,-119.228631,,
"Ashland, OR",42.148098,-122.537356,,
"Astoria, OR",46.142206,-123.795996,,
"Baker City, OR",44.77487,-117.83438,,
"Bend, OR",44.082037,-121.227125,,
"Burns, OR",43.554287,-118.874273,,
"Coquille, OR",43.17705,-124.18761,,
"Enterprise, OR",45.648199,-117.169858,,
"Gold Beach, OR",42.40733,-124.42177,,
"Grants Pass, OR",42.535654,-123.338332,,
"Heppner, OR",45.301332,-119.577731,,
"Hillsboro, OR",45.458397,-122.977963,,
"John Day, OR",44.41599,-118.95301,,
"Kalamath Falls, OR",34.238284,-116.843829,,
"La Grande, OR",45.29535,-118.164822,,
"Lakeview, OR",42.180763,-120.369607,,
"Madras, OR",44.62616,-121.128106,,
"Medford, OR",42.265974,-122.900832,,
"Pendleton, OR",45.67208,-118.7886,,
"Portland, OR",45.507856,-122.690794,,
"Prineville, OR",44.16805,-120.660334,,
"Redmond, OR",44.268862,-121.266414,,
"Reedsport, OR",43.70234,-124.09678,,
"Roseburg, OR",43.2165,-123.34174,,
"Stayton, OR",44.807707,-122.726619,,
"The Dalles, OR",45.554978,-121.18703,,
"American Fork, UT",40.395796,-111.803101,,
"Beaver, UT",38.27691,-112.64105,,
"Blanding, UT",37.566938,-109.44141,,
"Bountiful, UT",40.874038,-111.870994,,
"Cedar City, UT",37.590013,-113.187631,,
"Delta, UT",39.247056,-112.526542,,
"Draper, UT",40.506148,-111.869671,,
"Fillmore, UT",38.96052,-112.33633,,
"Gunnison, UT",39.136318,-111.845821,,
"Heber City, UT",40.517678,-111.348882,,
"Kanab, UT",37.04749,-112.52631,,
"Layton, UT",41.088889,-111.92614,,
"Lehi, UT",40.39162,-111.85077,,
"Logan, UT",41.717722,-111.836493,,
"Milford, UT",38.39691,-113.01079,,
"Moab, UT",38.5804,-109.54019,,
"Monticello, UT",38.099745,-109.259108,,
"Mount Pleasant, UT",39.54691,-111.45547,,
"Murray, UT",40.666892,-111.887991,,
"Nephi, UT",39.757861,-111.841787,,
"Ogden, UT",41.244261,-112.007924,,
"Orem, UT",40.311353,-111.72496,,
"Panguitch, UT",37.82276,-112.43576,,
"Park City, UT",40.652531,-111.501916,,
"Payson, UT",40.032911,-111.723974,,
"Price, UT",39.567883,-110.650901,,
"Provo, UT",40.235053,-111.695558,,
"Richfield, UT",38.738771,-112.074362,,
"Riverton, UT",40.52189,-111.9391,,
"Salt Lake City, UT",40.756095,-111.900719,,
"Nome, AK",64.5011111,-165.4063889,,
"Kotzebue, AK",66.8983333,-162.5966666,,
"Bethel, AK",60.7922222,-161.7558334,,
"Lihue, HI",21.9811111,-159.3711111,,
"Kapaa, HI",22.0881391,-159.3379818,,
"Dillingham, AK",59.0397222,-158.4575,,
"Wahiawa, HI",21.5010495,-158.0209227,,
"Ewa Beach, HI",21.313149,-158.0089992,,
"Kahuku, HI",21.6802778,-157.9511111,,
"Aiea, HI",21.386338,-157.9255357,,
"Kailua, HI",21.4022222,-157.7394444,,
"Barrow, AK",71.2905556,-156.788611,,
"Kula, HI",20.7909697,-156.3269338,,
"Kealakekua, HI",19.5208333,-155.9225,,
"Kapaau, HI",20.2338889,-155.8019444,,
"Kamuela, HI",20.0230556,-155.6716667,,
"Waimea, HI",20.0230556,-155.6716667,,
"Pahale, HI",19.9561328,-155.2196111,,
"Kodiak, AK",57.79,-152.4072221,,
"Homer, AK",59.6425,-151.5483333,,
"Soldotna, AK",60.4877778,-151.0583332,,
"Anchorage, AK",61.2180556,-149.9002778,,
"Seward, AK",60.1041667,-149.4422222,,
"Palmer, AK",61.5997222,-149.1127777,,
"Fairbanks, AK",64.8377778,-147.7163888,,
"Valdez, AK",61.1308333,-146.3483334,,
"Cordova, AK",60.5424087,-145.7525414,,
"Juneau, AK",58.3019444,-134.4197221,,
"Wrangell, AK",56.4708333,-132.3766666,,
"Ketchikan, AK",55.3422222,-131.6461112,,
"Forks, WA",47.950355,-124.3854867,,
"Coos Bay, OR",43.3665007,-124.2178903,,
"Ilwaco, WA",46.3089891,-124.0432099,,
"Port Angeles, WA",48.118146,-123.4307413,,
"Elma, WA",47.0034291,-123.4087692,,
"Shelton, WA",47.2150945,-123.1007066,,
"Eugene, OR",44.0520691,-123.0867536,,
"Cottage Grove, OR",43.797623,-123.0595246,,
"Salem, OR",44.9428975,-123.0350963,,
"Springfield, OR",44.0462362,-123.0220289,,
"Centralia, WA",46.7162136,-122.9542972,,
"Longview, WA",46.1381676,-122.9381672,,
"Olympia, WA",47.0378741,-122.9006951,,
"Silverton, OR",45.0051213,-122.7831455,,
"Tualatin, OR",45.3779317,-122.7819595,,
"Coupeville, WA",48.2198208,-122.6862804,,
"Bremerton, WA",47.5650067,-122.6269768,,
"Clearlake, CA",38.9582307,-122.6263728,,
"Anacortes, WA",48.5126045,-122.6126718,,
"Gig Harbor, WA",47.329264,-122.5801293,,
"Lakewood, WA",47.1717649,-122.518458,,
"St. Helena, CA",38.5052429,-122.4703868,,
"Tacoma, WA",47.2528768,-122.4442906,,
"Edmonds, WA",47.8106521,-122.3773551,,
"Mount Vernon, WA",48.421216,-122.3340474,,
"Seattle, WA",47.6062095,-122.3320708,,
"Federal Way, WA",47.3223221,-122.3126222,,
"Morton, WA",46.5584421,-122.2751046,,
"Kirkland, WA",47.6768927,-122.2059833,,
"Everett, WA",47.9789848,-122.2020795,,
"Martinez, CA",38.0193657,-122.1341321,,
"Arlington, WA",48.1987118,-122.1251418,,
"Issaquah, WA",47.5301011,-122.0326191,,
"Enumclaw, WA",47.2042681,-121.9915003,,
"Monroe, WA",47.8553772,-121.970958,,
"Klamath Falls, OR",42.224867,-121.7816704,,
"Watsonville, CA",36.910231,-121.7568946,,
"Paradise, CA",39.7596061,-121.6219177,,
"White Salmon, WA",45.7276194,-121.4864619,,
"Lodi, CA",38.1341477,-121.2722194,,
"Goldendale, WA",45.8206794,-120.8217312,,
"Leavenworth, WA",47.5962326,-120.6614765,,
"Susanville, CA",40.4162842,-120.6530063,,
"Ellensburg, WA",46.9965144,-120.5478474,,
"Sonora, CA",37.9829496,-120.3821724,,
"Chelan, WA",47.8408323,-120.0168079,,
"Quincy, WA",47.2342997,-119.8525504,,
"Prosser, WA",46.2067997,-119.7689223,,
"Sparks, NV",39.5349112,-119.7526886,,
"Clovis, CA",36.8252277,-119.7029194,,
"Hanford, CA",36.3274502,-119.6456844,,
"Selma, CA",36.5707838,-119.6120765,,
"Ephrata, WA",47.3176385,-119.5536491,,
"Omak, WA",48.4109853,-119.5275506,,
"Reedley, CA",36.5963395,-119.4504029,,
"Tulare, CA",36.2077288,-119.3473379,,
"Kennewick, WA",46.2086683,-119.119948,,
"Pasco, WA",46.2305049,-119.0922316,,
"Porterville, CA",36.06523,-119.0167679,,
"Grand Coulee, WA",47.9391662,-119.0120921,,
"Simi Valley, CA",34.2694474,-118.781482,,
"Fallon, NV",39.4748693,-118.7770407,,
"Republic, WA",48.6482183,-118.7378067,,
"Ritzville, WA",47.1273723,-118.3799751,,
"Walla Walla, WA",46.0645809,-118.3430208,,
"Davenport, WA",47.6540456,-118.149973,,
"Palmdale, CA",34.5794343,-118.1164613,,
"Duarte, CA",34.1394513,-117.9772873,,
"Dayton, WA",46.3237525,-117.9724368,,
"Corona, CA",33.8752935,-117.5664384,,
"Spokane, WA",47.6587802,-117.4260465,,
"Wildomar, CA",33.5989126,-117.2800372,,
"Spokane Valley, WA",47.6732281,-117.2393748,,
"Murrieta, CA",33.5539143,-117.2139232,,
"Pullman, WA",46.7297771,-117.1817377,,
"Temecula, CA",33.4936391,-117.1483648,,
"Clarkston, WA",46.4162723,-117.0451581,,
"Newport, WA",48.1796277,-117.0432583,,
"Pahrump, NV",36.2082943,-115.9839147,,
"Missoula, MT",46.8721284,-113.9940314,,
"Saint George, UT",37.0965278,-113.5684164,,
"Philipsburg, MT",46.332506,-113.2944165,,
"Browning, MT",48.5569174,-113.0134175,,
"Sun City West, AZ",33.6619819,-112.3412726,,
"Tooele, UT",40.5307776,-112.29828,,
"Tremonton, UT",41.7118728,-112.1655079,,
"Idaho Falls, ID",43.4926607,-112.0407584,,
"West Jordan, UT",40.6096698,-111.9391031,,
"Sandy, UT",40.5649781,-111.8389726,,
"Casa Grande, AZ",32.9110027,-111.7733902,,
"Queen Creek, AZ",33.2486638,-111.6342993,,
"Apache Junction, AZ",33.4150485,-111.5495777,,
"Payson, AZ",34.2308684,-111.3251355,,
"Tuscon, AZ",32.2226066,-110.9747108,,
"Chinle, AZ",36.1544483,-109.5526072,,
"Zuni, NM",35.0694767,-108.8484168,,
"Harlem, MT",48.5333309,-108.7840463,,
"Shiprock, NM",36.7855543,-108.6870322,,
"Crownpoint, NM",35.6780769,-108.1511785,,
"Acoma, NM",34.8963194,-107.5823086,,
"Crow Agency, MT",45.6041414,-107.4645278,,
"Mescalero, NM",33.1575854,-105.7741541,,
"Fort Collins, CO",40.5852602,-105.084423,,
"Loveland, CO",40.3977612,-105.0749801,,
"Cheyenne, WY",41.1399814,-104.8202462,,
"Greeley, CO",40.4233142,-104.7091322,,
"Torrington, WY",42.0624646,-104.1843942,,
"Deadwood, SD",44.376651,-103.7296415,,
"Custer, SD",43.7666507,-103.5988057,,
"Sturgis, SD",44.4097069,-103.5090786,,
"Hot Springs, SD",43.431646,-103.4743625,,
"Rapid City, SD",44.0805434,-103.2310149,,
"Sterling, CO",40.6255415,-103.207709,,
